Data from USB2G573461__39__15-11-09-586.txt Node

Date: Tue Feb 15 15:11:09 EST 2022
User: sammynoelparise
Spectrometer: USB2G57346
Scans to average: 1
Trigger mode: 4
Integration Time (sec): 1,000000E-1
Electric dark correction enabled: true
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 651
>>>>>Begin Spectral Data<<<<<
350	1,72
351	-2,72
352	-1,66
353	3,38
354	-0,72
355	0,39
356	3,89
357	2,27
358	3,84
359	1,8
360	2,23
361	1,63
362	1
363	3,24
364	3,95
365	3,12
366	1,21
367	2,8
368	0,84
369	3,26
370	4,71
371	2,59
372	0,24
373	3,18
374	1,11
375	5,23
376	3,09
377	2,48
378	2,23
379	5,19
380	1,85
381	5,12
382	1,69
383	1,65
384	1,24
385	5,15
386	1,55
387	2,8
388	3,79
389	3,87
390	2,21
391	2,56
392	3,07
393	1,69
394	5,13
395	3,88
396	1,81
397	4,21
398	5,04
399	3,14
400	3,9
401	-0,51
402	2,57
403	2,04
404	5,92
405	2,87
406	0,19
407	-2,59
408	-2,08
409	4,41
410	3,94
411	2,21
412	0,12
413	0,81
414	0,07
415	5,73
416	6,11
417	7,17
418	1,53
419	3,72
420	5,08
421	0,53
422	2,41
423	2,99
424	4,39
425	3,57
426	3,1
427	3,32
428	2,31
429	2,52
430	4
431	2,27
432	5,46
433	3,45
434	5,74
435	5,2
436	5,57
437	2,52
438	3,25
439	5,31
440	3,06
441	4,61
442	5,51
443	1,19
444	3,1
445	8,22
446	6,47
447	4,37
448	3,87
449	-0,83
450	2,54
451	5,99
452	3,16
453	5,3
454	6,39
455	3,57
456	5,46
457	6,22
458	0,7
459	1,19
460	1,26
461	2,37
462	0,64
463	4,12
464	2,74
465	4,01
466	3,85
467	4,54
468	4,29
469	0,81
470	1,69
471	3,75
472	2,38
473	0,93
474	4,81
475	1,04
476	6,43
477	-0,46
478	4,7
479	1,65
480	4,52
481	1,29
482	4,51
483	1,71
484	5,65
485	4,22
486	1,61
487	3,59
488	8,17
489	3,39
490	3,14
491	6,87
492	7,65
493	4,35
494	0,36
495	4,58
496	2,57
497	0,98
498	-4,84
499	1,19
500	2,62
501	1,23
502	3,92
503	0,08
504	2,24
505	-0,14
506	4,2
507	5,08
508	0,4
509	1,55
510	4,16
511	4,04
512	1,27
513	1,6
514	2,86
515	3,67
516	5,2
517	2,24
518	-0,99
519	-1,81
520	0,67
521	0,98
522	2,23
523	2,17
524	2,13
525	3,72
526	2,8
527	-0,82
528	4,73
529	1,35
530	1,49
531	-0,99
532	3,09
533	-0,73
534	-0,31
535	3,58
536	1,49
537	3,3
538	1,24
539	4,98
540	2,52
541	1,86
542	1,55
543	1,04
544	2,32
545	1,05
546	-5,52
547	1,48
548	3,97
549	5,24
550	4,42
551	4,06
552	0,47
553	4,46
554	3,77
555	-0,77
556	-0,33
557	1,83
558	3,75
559	2,61
560	3,62
561	3,04
562	3,14
563	2,66
564	2,87
565	-0,4
566	3,85
567	4,08
568	2,2
569	4,65
570	3,68
571	3,97
572	1,85
573	3,91
574	-2,42
575	3,19
576	3,97
577	2,83
578	1,42
579	1,94
580	1,99
581	3,95
582	1,28
583	3,33
584	2,78
585	6,38
586	1,14
587	0,44
588	3,66
589	-0,77
590	3,22
591	7,29
592	5,32
593	-0,24
594	5,66
595	3,2
596	7,49
597	7,04
598	1,28
599	5,67
600	8,86
601	9,08
602	10,7
603	8,28
604	11,33
605	9,8
606	12,26
607	10
608	12,86
609	12,82
610	15,54
611	16,82
612	21,64
613	25,24
614	30,47
615	34,92
616	34,23
617	40,15
618	41,18
619	48,21
620	45,14
621	54,05
622	55,9
623	58,85
624	65,43
625	68,7
626	70,36
627	74,25
628	80,93
629	80,75
630	92,63
631	93,42
632	100,96
633	105,45
634	113,93
635	115,16
636	116,37
637	121,2
638	123,78
639	122,2
640	129,24
641	133,33
642	130,73
643	133,43
644	139,52
645	136,77
646	137,93
647	142,63
648	142,99
649	142,28
650	142,53
651	143,79
652	132,67
653	137,81
654	134,22
655	136,49
656	130,24
657	127,28
658	126,22
659	120,48
660	114,31
661	113,9
662	107,3
663	108,99
664	102,27
665	106,39
666	100,11
667	94,41
668	82,36
669	87,08
670	91,81
671	88,53
672	88,19
673	86,35
674	84,47
675	83,09
676	86,54
677	84,27
678	89,71
679	85,64
680	90,72
681	91,2
682	89,49
683	84,79
684	102,98
685	94,01
686	89,13
687	88,18
688	85,16
689	78,18
690	81,4
691	75,24
692	86,26
693	78,52
694	75,82
695	73,26
696	71,68
697	72,52
698	68,4
699	72,07
700	61,92
701	62,05
702	64,44
703	58,34
704	53,84
705	55,12
706	47,27
707	51,38
708	49,48
709	48,13
710	41,04
711	45,51
712	44,12
