Data from USB2G573461__30__15-08-46-655.txt Node

Date: Tue Feb 15 15:08:46 EST 2022
User: sammynoelparise
Spectrometer: USB2G57346
Scans to average: 1
Trigger mode: 4
Integration Time (sec): 1,000000E-1
Electric dark correction enabled: true
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 651
>>>>>Begin Spectral Data<<<<<
350	-0,04
351	-0,52
352	-1,85
353	3,14
354	-0,74
355	2,27
356	-0,67
357	1,28
358	0,93
359	0,34
360	2,32
361	-1,69
362	-0,79
363	0,31
364	-0,55
365	2,48
366	1,31
367	-1,52
368	1,12
369	1,33
370	1,77
371	2,01
372	3,31
373	-0,97
374	3,22
375	1,35
376	0,17
377	3,55
378	-0,68
379	1,53
380	2,38
381	3,42
382	-1,11
383	4,78
384	2,56
385	0,64
386	2,52
387	2,54
388	3,52
389	2,62
390	4,61
391	3,71
392	3,69
393	1,02
394	0,12
395	-1,77
396	-0,2
397	4,27
398	5,08
399	1,16
400	0,38
401	2,11
402	1,16
403	1,42
404	2,52
405	4,52
406	4,96
407	3,37
408	1,37
409	2,4
410	2,28
411	2,25
412	-0,73
413	1,83
414	1,47
415	2,75
416	1
417	1,31
418	0,89
419	-0,95
420	1,99
421	4,7
422	0,39
423	0,47
424	0,03
425	5,77
426	4,04
427	3,35
428	4,79
429	1,18
430	4,49
431	2,2
432	2,5
433	2,45
434	3,22
435	2,94
436	1,35
437	4,84
438	10,3
439	4,68
440	6,81
441	8,5
442	3,94
443	0,12
444	3,48
445	2,07
446	7,43
447	2,38
448	5,12
449	5,26
450	7,45
451	5,32
452	3,97
453	5,26
454	4,61
455	2,83
456	6,36
457	1,09
458	1,92
459	4,82
460	4,78
461	-1,28
462	1,88
463	3,1
464	1,94
465	-0,39
466	4,45
467	2,15
468	3,92
469	3,66
470	0,1
471	1,13
472	3,32
473	-0,11
474	-0,2
475	4,41
476	4,34
477	2,42
478	0,09
479	2,54
480	1,02
481	3,27
482	3,62
483	-0,64
484	-0,58
485	2,3
486	2,66
487	0,93
488	3,53
489	0,16
490	4,17
491	1,27
492	-0,36
493	3,54
494	2,32
495	4,13
496	5,52
497	3,83
498	3,33
499	1,95
500	0,91
501	3,63
502	2,67
503	1,35
504	5,47
505	4,08
506	4,96
507	3,34
508	4,81
509	3,44
510	3,69
511	4,07
512	7,35
513	0,04
514	2,19
515	6,97
516	2,74
517	1,3
518	3,04
519	4,73
520	4,72
521	2,12
522	9,32
523	4,7
524	2,71
525	1,13
526	1,71
527	0,3
528	1,38
529	5,44
530	1,01
531	6,35
532	4,75
533	5,9
534	5,02
535	2,51
536	4,42
537	3,06
538	-1,6
539	4,33
540	4,67
541	5,35
542	3,39
543	0,34
544	7,29
545	0,65
546	2,18
547	2,86
548	0,01
549	3,34
550	4,72
551	3,17
552	7,8
553	0,98
554	1,98
555	2,29
556	4,02
557	4,62
558	4,25
559	3,06
560	5,48
561	3,47
562	3,36
563	5,78
564	4,31
565	3,17
566	6,08
567	-0,32
568	1,15
569	1,72
570	3,56
571	-0,9
572	3,36
573	3,08
574	1,25
575	3,7
576	3,04
577	3,56
578	4,22
579	2,38
580	2,31
581	3,07
582	6,22
583	0,66
584	4,07
585	4,41
586	3,3
587	3,75
588	4,31
589	3,25
590	8,2
591	4,54
592	4,18
593	5,35
594	6,39
595	5,54
596	4,41
597	3,35
598	8,66
599	10,16
600	7,52
601	8,79
602	11,44
603	12,4
604	15,13
605	14,96
606	16,37
607	17,22
608	20,32
609	18,83
610	18,24
611	26,02
612	19,52
613	23,07
614	23,56
615	26,19
616	28,32
617	30,13
618	29,08
619	35,27
620	37,24
621	37,06
622	39,65
623	39,45
624	41,85
625	52,42
626	49,54
627	52,29
628	53,47
629	51,84
630	54,29
631	61,85
632	55,13
633	60,79
634	61,62
635	68,68
636	66,24
637	64,09
638	71,89
639	70,32
640	70,33
641	73,35
642	71,3
643	68,27
644	74,69
645	73,88
646	73,05
647	74,92
648	74,12
649	81,9
650	78,64
651	78,89
652	74,6
653	76,46
654	69,67
655	67,51
656	68,93
657	72,36
658	73,33
659	70,25
660	68,52
661	67,34
662	64,56
663	62
664	62,87
665	60,63
666	65,66
667	63,76
668	60,82
669	59,59
670	58,11
671	60,36
672	58,01
673	54,1
674	54,48
675	57,37
676	53,06
677	50,47
678	50,64
679	54,26
680	50,89
681	44,24
682	44,15
683	44,67
684	45,79
685	43,3
686	43,72
687	35,43
688	38,77
689	40,91
690	38,41
691	37,55
692	39,02
693	36,71
694	35,79
695	36,24
696	33,25
697	34,55
698	35,17
699	26,63
700	32,17
701	29,57
702	21,47
703	25,26
704	23,8
705	26,52
706	23,48
707	22,41
708	25,35
709	18,47
710	20,51
711	21,17
712	20,25
713	16,9
714	15,26
715	16,86
716	21,24
717	17,52
718	14,13
719	20,32
720	17,46
721	13,96
722	8,94
723	13,21
724	15,26
725	17,35
726	13,28
727	11,66
728	13,87
729	14,85
730	11,97
731	7,11
732	12,54
733	10,24
734	15,22
735	6,33
736	9,27
737	5,64
738	7,21
739	9,18
740	5,91
741	7,32
742	8,31
743	10,21
744	5,81
745	5,6
746	8,55
747	7,4
748	4,94
749	10,97
750	6,22
751	1,59
752	6,12
753	5,59
754	4,38
755	5,09
756	4,13
757	6,41
758	2,83
759	7,75
760	6,55
761	5,77
762	3,7
763	2,37
764	5,45
765	5,48
766	2,2
767	6,36
768	5,06
769	2,43
770	0,13
771	5,07
772	1,27
773	4,22
774	2,52
775	0,79
776	4,64
777	3,78
778	3,97
779	-0,56
780	1,88
781	-2,68
782	2,95
783	4,79
784	3,89
785	-0,09
786	4,74
787	4,78
788	3,25
789	1,38
790	0,26
791	1,58
792	3,5
793	-2,26
794	1
795	-0,66
796	1,96
797	4,14
798	1,73
799	2,4
800	0,67
801	-2,67
802	1,85
803	2,92
804	2,64
805	1,8
806	-0,78
807	-0,78
808	1,97
809	0,22
810	0,36
